provincia_id,provincia_nombre,anio,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas,cantidad_victimas_masc,cantidad_victimas_fem,cantidad_victimas_sd,tasa_hechos,tasa_victimas,tasa_victimas_masc,tasa_victimas_fem
02,Ciudad Autónoma de Buenos Aires,2004.0,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),4052.0,,,,,134.77982,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,17,Robos agravados por el resultado de lesiones y/o muertes,63.0,,,,,2.09554,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1.0,,,,,0.03326254,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,19,Hurtos,48990.0,,,,,1629.5319,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,20,Tentativas de hurto,990.0,,,,,32.929913,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,21,Otros delitos contra la propiedad,7483.0,,,,,248.90358,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,22,Delitos contra la seguridad pública,303.0,,,,,10.078549,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,23,Delitos contra el orden público,314.0,,,,,10.444437,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,24,Delitos contra la seguridad de la nación,1.0,,,,,0.03326254,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,25,Delitos contra los poderes públicos y el orden constitucional,7.0,,,,,0.23283778,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,26,Delitos contra la administración pública,2412.0,,,,,80.22925,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,27,Delitos contra la fe pública,853.0,,,,,28.372946,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,28,Ley 23.737 (estupefacientes),8312.0,,,,,276.47824,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,29,Delitos previstos en otras leyes,2979.0,,,,,99.0891,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,30,Contravenciones,2.0,,,,,0.06652508,,,
02,Ciudad Autónoma de Buenos Aires,2004.0,31,Suicidios (consumados),269.0,269.0,0.0,0.0,269.0,9.540773,9.540773,0.0,0.0
02,Ciudad Autónoma de Buenos Aires,2005.0,1,Homicidios dolosos,130.0,138.0,106.0,32.0,0.0,4.3188567,4.5846324,7.6438375,1.9713392
02,Ciudad Autónoma de Buenos Aires,2005.0,2,Homicidios dolosos en grado de tentativa,27.0,29.0,20.0,9.0,0.0,0.8969933,0.9634372,1.4422334,0.5544391
02,Ciudad Autónoma de Buenos Aires,2005.0,3,Muertes en accidentes viales,107.0,109.0,76.0,33.0,0.0,3.5547512,3.621195,5.4804873,2.0329435
